# meta={"format": "probe_hits_cells", "version": "1.0", "exported_at": "2026-01-12T23:48:34", "units": {"length": "m", "pressure": "kPa", "time": "ms", "impulse": "kPa·ms"}, "grid": {"origin": [-50.0, 10, -50.0], "u_vec": [1.0, 0.0, 0.0], "v_vec": [0.0, 0.0, 1.0], "du": 1.0, "dv": 1.0, "nu": 100, "nv": 100}, "summary": {"unique_hit_cells": 6426, "total_hits": 167976}, "context": {"charge_kg_tnt": 500, "n_rays_horizontal": 200000, "min_cos_to_normal": 0.08, "hemisphere": "+Y (horizontal plane focus)", "note": "only upward hemisphere rays; grazing filtered with dot(y)>=threshold", "house_centers": [[-20, -20], [-20, 0], [-20, 20], [20, -20], [20, 0], [20, 20]], "house_size": 10.0}, "aggregation": {"Pmax_inc_kPa": "max over incident_peak_pressure_kpa within cell", "t_first_ms": "min over arrive_time_ms within cell", "hits": "count of hits within cell"}}
# columns=i,j,hits,Pmax_inc_kPa,t_first_ms
i,j,hits,Pmax_inc_kPa,t_first_ms
68,64,42,104.912950253939,30.53899426854249
68,35,40,104.73189191047892,30.583070042589327
64,68,36,104.63320622776483,30.607154762999016
43,27,20,104.60854230556669,30.613180883153333
61,29,33,104.55924345659442,30.62523416625731
40,28,31,104.55103628699415,30.627241824465386
70,61,35,104.46067848521865,30.649365267823907
71,40,30,104.45246755829336,30.65137746252287
56,72,18,104.41144563015587,30.661434942458932
38,70,30,104.36220156812615,30.673518230653144
28,40,32,104.35672501482645,30.674862715012146
59,71,31,104.3540035116043,30.6755308894121
29,61,34,104.34851108113179,30.67687947388843
59,28,30,104.25831158521481,30.6990460061456
38,29,27,104.25012709888937,30.701059154854605
56,27,17,104.20094329536555,30.713163312183955
35,68,35,104.17638241435044,30.71921183814444
71,59,33,104.15995318633045,30.723259327968968
50,26,20,104.08623194545495,30.7414362316217
31,35,41,104.0780533977473,30.743454269613295
61,70,29,104.05349113887532,30.749516770113292
49,26,19,103.93619786582165,30.778504995993313
50,73,19,103.88979675351159,30.789989948321317
35,31,36,103.79991038820135,30.812266000866806
51,73,19,103.73997037861653,30.827141075320316
69,63,37,103.73180419101368,30.82916891502092
49,73,18,103.64741175523734,30.85014322134962
28,59,30,103.6201810180666,30.856917913329333
51,26,18,103.60114298117574,30.861656374355483
48,26,19,103.54403102501996,30.875881194162826
48,73,19,103.4054107583366,30.910469554208028
36,30,36,103.31574733034896,30.932889422301923
69,36,40,103.21806538463537,30.957356571048184
47,73,18,103.16377903374891,30.97097320023386
42,72,23,103.12849317058851,30.979831276694892
36,69,35,103.00109120216568,31.011862147149
57,72,20,102.99295666038275,31.013909867345085
52,73,20,102.95773556372039,31.022779688017796
30,36,38,102.90356346877428,31.0364332947468
63,30,33,102.80614085549698,31.06102236317081
42,27,23,102.7980157509759,31.063075115163347
47,26,19,102.76284088633999,31.0719653762955
52,26,19,102.72768606204534,31.080856376057742
63,69,35,102.48987530732012,31.141153871917933
30,63,35,102.39270198655193,31.16586930826789
57,27,22,102.30369296350165,31.188547515580957
46,73,18,102.29288891555103,31.19130279301541
53,73,19,102.17971330084289,31.220198557279335
71,39,33,102.01544590981968,31.26224779687195
46,26,20,101.98582676241536,31.26984347274135
53,26,19,101.85944364912683,31.302301125781238
27,42,17,101.77343377251869,31.32443412837114
72,42,17,101.6847793548704,31.347285045097653
39,71,29,101.53986047134917,31.3847202686561
27,57,16,101.49158314097329,31.39721384711789
28,39,32,101.44332823388498,31.40971296224975
45,26,18,101.21295537075817,31.469541505445136
28,60,31,101.19690293574625,31.47372005962669
39,28,30,101.1005987075953,31.498815268185403
62,70,34,100.99900953761207,31.525337138119422
72,57,17,100.95624805028551,31.536516106327852
70,62,35,100.92155207492041,31.54559318291629
60,71,28,100.90818138106772,31.549092781438148
29,62,29,100.90284648292307,31.550489366008044
37,70,32,100.82541793318228,31.570774706950377
45,73,20,100.80404768397027,31.576378689862285
29,37,35,100.72937385860013,31.59597844389436
60,28,30,100.72402343147795,31.597383843549842
71,60,30,100.62803103733401,31.62262245306501
54,26,17,100.61205494967393,31.62682739543522
27,41,29,100.52679582721228,31.649289356291415
27,58,25,100.48416471225043,31.66053438844551
58,27,29,100.43094546509143,31.67458509408865
54,73,17,100.39900847931926,31.68302377859578
41,27,29,100.38835102601726,31.685840929404495
72,41,28,100.29258096023757,31.71118206436878
37,29,32,100.18627955070808,31.739363978816474
70,37,33,100.0906141475404,31.764774989906428
62,29,29,100.01366589408099,31.785247948190463
72,58,29,99.71671813641588,31.86453700325016
55,73,18,99.63462606157863,31.886536283017556
41,72,26,99.62140043056928,31.890083764003155
58,72,30,99.57907047615537,31.90144387789246
44,73,18,99.56582646573466,31.905000074124782
44,26,18,99.44417457033055,31.93770755010035
69,64,39,99.2117569881319,32.00040847647315
64,69,34,99.08779717184437,32.03396479075269
55,26,17,98.76121415013144,32.12275679922824
35,69,35,98.50367000351596,32.19317472701397
30,35,36,98.40916710189946,32.21910202569479
30,64,39,98.3803118255525,32.227028077758604
64,30,33,98.31474051147691,32.245055913670136
35,30,34,98.2859164758693,32.2529879101164
69,35,38,98.19155247733967,32.27898674606702
38,71,29,98.07109089790465,32.312245300610925
28,38,34,97.97689207502697,32.33830730014028
72,40,30,97.92460318223338,32.35279473540347
56,26,24,97.91675342678052,32.35497090519521
56,73,21,97.8853947524813,32.363667723528835
72,59,29,97.87755025133846,32.365844100290694
28,61,29,97.82526056347369,32.38035985453267
38,28,32,97.73121808112268,32.406503613205054
71,38,29,97.63726727813594,32.432669897483706
29,36,34,97.28022285166176,32.532550634548556
61,28,28,97.27499783229986,32.534017495261644
71,61,30,97.18133715257734,32.56033713960081
40,72,27,97.17613574977145,32.56180020879665
27,59,33,97.12934407635218,32.57496866541529
43,73,20,97.12155648915831,32.57716148145814
43,26,21,97.09034302249135,32.58595388940318
27,40,28,97.08256066637985,32.588146913800564
40,27,25,97.03578554989663,32.60133495613266
59,27,26,96.9890334436452,32.61452864800304
61,71,30,96.93708030680631,32.62920435316775
29,63,35,96.93190075947484,32.630668293470926
59,72,25,96.84884187399499,32.65416436848519
36,29,28,96.83845507030921,32.657105342108125
70,36,37,96.7450869174331,32.68356915940936
50,74,18,96.63883174371722,32.71374501424376
50,25,18,96.59482060791412,32.726262489016264
63,29,33,96.581854231222,32.729952412596056
70,63,37,96.4886812718576,32.75649508080327
49,25,17,96.45243785047566,32.76683316279893
49,74,17,96.40848145993706,32.7793812540409
36,70,31,96.39549877993998,32.78308946899164
51,25,18,96.3644859518285,32.79195145836567
51,74,17,96.26626791720433,32.820053474098145
57,26,29,96.10101487420702,32.8674592434664
48,25,16,96.08038080144237,32.87338942983571
63,70,31,96.04942192604655,32.88229150558819
48,74,17,95.94885595718264,32.911246620931095
47,74,17,95.71967041992016,32.9774511720188
57,73,28,95.55761808031218,33.02444606633117
52,25,17,95.53450117461959,33.03116233797807
42,26,23,95.37268782075166,33.078261850490534
47,25,17,95.33931278332875,33.087995420632886
42,73,23,95.3162557596371,33.09472362472074
53,25,18,95.30597157464085,33.097725626024825
27,39,28,95.27776736462948,33.10596174221855
52,74,16,95.15469115820345,33.14195669176151
39,27,25,94.72228189195825,33.269127645039696
72,39,28,94.63036026734704,33.296304728237345
62,71,27,94.62525867899922,33.29781451531072
46,25,16,94.60230723712773,33.30460879252395
28,37,32,94.59463066169957,33.30688197922732
60,27,26,94.58953230263637,33.3083918995396
60,72,26,94.53848962023638,33.32351717796498
28,62,34,94.53341040302271,33.325023136053744
46,74,16,94.52574319954833,33.32729670969331
62,28,31,94.50279002933652,33.33410517312653
72,60,30,94.49769996761538,33.33561543609525
53,74,17,94.41866619443866,33.35908536066213
39,72,28,94.40591877800735,33.362874357799974
73,57,13,94.21747364851399,33.419001374396935
26,57,13,94.13350979810296,33.44407852715385
41,26,22,94.04198619261268,33.47146224767575
73,41,28,93.95052822589285,33.49887723963836
54,25,15,93.88954639039079,33.51718520731814
45,25,16,93.86927094519703,33.523277335521264
27,60,27,93.85402053171858,33.52786125805036
37,28,30,93.8489611489625,33.529382306203914
71,62,30,93.8185033302445,33.538542428275974
71,37,31,93.75760967494212,33.556873107448645
64,70,34,93.75254513474515,33.55839869918066
37,71,28,93.72717384413302,33.5660436653952
45,74,17,93.70690174207178,33.57215496868043
54,74,16,93.68662313820415,33.57827075985836
73,58,29,93.62580380396155,33.596628342263045
41,73,25,93.53460911925589,33.624197094663884
26,42,14,93.44350822425201,33.651788821124036
73,42,14,93.36002304875262,33.67711914706337
26,58,31,93.17808658608935,33.73247090235752
35,70,32,93.0518782150997,33.77098960138527
35,29,32,92.98126608753756,33.79258395238095
29,35,37,92.96111358072534,33.798752669848
58,73,24,92.90566024668694,33.81574023001019
70,35,36,92.8905487340002,33.82037284689088
26,41,28,92.85527272907238,33.83119273949472
58,26,24,92.76461171117606,33.85903644956388
55,25,20,92.71175162656047,33.87529479106233
38,27,30,92.44780189453486,33.95674443864907
55,74,19,92.37251700067101,33.98005737825656
44,74,21,92.30724252708893,34.0002998715377
64,29,31,92.28465933482613,34.00730959444619
70,64,34,92.19439235130584,34.035360836983024
44,25,22,92.19189679525168,34.03613709814458
29,64,31,92.12424979482618,34.05719450679804
27,38,28,91.96152763684066,34.107968506115554
61,27,26,91.87148256077774,34.136139028747635
40,73,25,91.77651160057128,34.165907845257244
73,40,29,91.68908295746604,34.19336460433138
61,72,29,91.68407102643772,34.19494010598289
59,73,25,91.59924552180074,34.22163001379738
27,61,30,91.59422850118906,34.22321007316278
36,28,34,91.58925196645919,34.22477754534206
71,36,31,91.49944567432067,34.25309206976641
72,38,27,91.41469430009025,34.279861616843114
63,28,28,91.20557818973006,34.34611634885296
72,61,28,91.20059737269108,34.34769797278768
43,74,22,91.1434170039046,34.3658670374731
71,63,34,91.11605955631728,34.37456757557787
38,72,26,91.11107373444287,34.37615376340527
26,40,26,91.10612804095138,34.37772734872568
59,26,24,91.01665466126981,34.406223571492845
26,59,26,90.92975408502338,34.433951692015235
40,26,23,90.8404402140654,34.462502676272216
63,71,27,90.83050655823935,34.465681486349226
28,63,33,90.74123837329225,34.49427751428385
56,74,22,90.7139655322118,34.503024779948696
43,25,21,90.53568662104682,34.56032855783812
36,71,30,90.44907373797938,34.58824626089158
56,25,23,90.38726850402907,34.60819904491938
28,36,32,90.36008315296789,34.61698364130324
73,59,26,90.35019861195467,34.62017895614671
49,24,16,89.92828901698165,34.757192955771565
49,75,17,89.88641625090028,34.77085808350139
51,75,16,89.75105265912805,34.81511721751961
48,24,16,89.57408251110084,34.87317308593577
50,75,15,89.53232015701211,34.88690541246448
50,24,15,89.49057775982976,34.90064342011645
48,75,14,89.44885531486035,34.91438710958437
42,74,25,89.41697955804548,34.92489548725081
27,62,31,89.37283115933096,34.93946158227511
27,37,29,89.29681352455009,34.96457471325338
60,26,26,89.29189187200737,34.966202035777
51,24,15,89.27231205689094,34.97267771319566
42,25,25,89.2527011541982,34.97916639491379
57,74,20,89.07641460403417,35.037617151862975
52,24,15,89.05439458950173,35.04493379885973
52,75,15,89.04458400039013,35.048194702623874
47,75,15,88.8783739749344,35.10354520717215
47,24,16,88.86860872473072,35.106803342539294
57,25,21,88.67086552903079,35.172927148038845
62,27,25,88.63916514851057,35.18355374472857
73,60,27,88.63429180494802,35.18518803070773
39,26,23,88.63185530255501,35.18600518132248
72,37,28,88.62697001360893,35.18764373180866
72,62,30,88.55142579355547,35.21300364628611
39,73,27,88.54653537275615,35.21464676822772
73,39,26,88.54410293612229,35.215464101992374
62,72,25,88.53922579899081,35.217103019712646
37,72,27,88.46371951493065,35.242498265220554
26,39,28,88.4588624233592,35.244133283741036
60,73,24,88.45640888225387,35.24495927231586
26,60,27,88.36878581153306,35.274486469091514
37,27,26,88.36392494604137,35.27612612127997
53,75,15,88.34203779823733,35.28351116393717
53,24,14,88.26907140372538,35.308156384358746
46,24,15,88.1669939689446,35.34269963284345
46,75,17,88.09412123715767,35.367406765303684
35,71,28,87.81522587363446,35.462326979132385
58,74,24,87.80794326929221,35.4648132898415
74,58,22,87.8006741089434,35.467295404021144
71,35,32,87.79343081050496,35.46976907838155
28,35,34,87.72805072184647,35.49211484674736
41,74,24,87.71351091737397,35.49708862673548
64,71,32,87.70624253989344,35.49957558631909
54,75,20,87.64332551718405,35.52111985963164
54,24,18,87.48861350217537,35.57422291295762
45,24,18,87.46926369733055,35.58087714081377
45,75,17,87.31476186672752,35.63411012274906
64,28,29,87.07849801029465,35.715863182566196
41,25,23,87.07126922154433,35.71837120902885
25,41,23,87.06407819479016,35.720866529150555
28,64,34,87.05683917911229,35.72337889984478
71,64,33,86.99184383619604,35.74595407731814
74,41,21,86.98462718919161,35.748462663670324
58,25,23,86.97738709497006,35.750979800588524
35,28,25,86.97016024557877,35.75349273242636
25,58,23,86.81145011088188,35.80878055812173
38,26,28,86.46108675125659,35.9315193621595
73,38,26,86.37483891873686,35.961879642349345
55,24,20,86.36767225960621,35.96440500273874
61,73,28,86.28866395311339,35.992272245095656
44,24,19,86.21688608262588,36.01763156797887
61,26,24,86.12365220974199,36.050631719292646
55,75,23,86.04480448670364,36.07859327240838
63,27,26,86.0424028754028,36.07944571851475
73,61,27,86.03763601259692,36.0811378397466
40,74,20,86.03285759059764,36.082834244221594
44,75,20,85.98269923462487,36.100652021663045
27,63,30,85.72753941023812,36.19160132284467
59,74,23,85.65134107211233,36.21886199936169
26,61,26,85.64656311714309,36.2205729038862
36,27,23,85.64180943963815,36.22227529628403
25,59,26,85.56565658721583,36.24957190883382
72,36,34,85.5561410713753,36.25298596523158
43,24,21,85.52998262698459,36.26237505535549
40,25,23,85.48003381577334,36.28031852699706
63,72,30,85.47053439518984,36.28373334285602
43,75,20,85.42774977084619,36.29912240242627
72,63,29,85.40158652602418,36.308540240796546
38,73,24,85.39685581781455,36.310243716950325
25,40,25,85.39210184328351,36.31195575293915
36,72,26,85.31609908014896,36.33935120559846
26,38,24,85.31135270637245,36.34106360113251
59,25,25,85.30659494451301,36.34278028819797
27,36,30,85.23067354937837,36.370198914737465
74,59,27,85.22117368897442,36.37363303078794
74,40,24,84.84219736540703,36.511229653776795
56,24,22,84.70505167402875,36.561313979840946
56,75,21,84.46670413660463,36.648726433508486
57,75,23,84.12765289140184,36.773887731456085
50,76,14,83.8880435587843,36.86292359916534
50,23,13,83.8481769707939,36.877784773620554
48,76,14,83.8083080086073,36.89266036262251
42,75,24,83.7778362391311,36.90403887998899
49,23,15,83.7192303194417,36.92594530017928
49,76,14,83.67940787175644,36.94084736350052
26,37,28,83.66300692104926,36.94698875319581
60,25,23,83.65834647150264,36.9487342941881
51,23,15,83.63959461218086,36.95575956204839
62,26,26,83.57872880150722,36.97858334616246
51,76,14,83.55063758668345,36.989127870515404
60,74,23,83.53192661014423,36.996155125423726
26,62,27,83.5272442654354,36.997914138268044
25,60,25,83.44772379937335,37.02781637486899
37,26,24,83.44306084975624,37.02957148568675
52,23,13,83.43135411794063,37.03397866805446
48,23,13,83.38228909473334,37.05246284615087
39,25,20,83.36359642580658,37.059510378924955
73,37,27,83.35890729690215,37.061278754538975
53,76,18,83.08588983479059,37.16456905082395
42,24,20,83.07657622536883,37.16810411392949
57,24,18,83.0648999352102,37.172537025190685
47,76,14,83.05560162457843,37.17606798808848
74,60,24,83.02995558003998,37.18581080129574
73,62,28,82.95077285483625,37.215928329821274
39,74,24,82.9461343030976,37.21769433139827
46,23,16,82.91818815573646,37.228338063217016
52,76,13,82.87861476676844,37.24342196464015
72,64,30,82.87163919147693,37.24608222329564
37,73,24,82.8669968724446,37.24785289107239
25,39,23,82.86233246201138,37.24963217615596
64,72,24,82.8111658576708,37.269162772160264
35,72,27,82.78790863250823,37.278047830248276
74,39,26,82.73677496327991,37.297599455817156
62,73,25,82.73212297477684,37.299379352173105
27,64,30,82.72747142980867,37.301159270377994
47,23,14,82.71119451442648,37.30738915613769
53,23,17,82.68099158627092,37.31895535397246
35,27,29,82.64384183096793,37.333192932228606
46,76,16,82.30758940829858,37.46262054763087
27,35,30,82.16409263475605,37.51816282405477
41,75,21,82.15021261936046,37.523545113556395
64,27,26,82.0808610962066,37.550463833460185
72,35,30,82.02079837905852,37.57381232008748
54,23,19,81.93533695141373,37.60709065209631
41,24,23,81.86841212243674,37.63319733636629
75,41,18,81.7853795566717,37.66564432636298
45,76,18,81.7692726585363,37.67194579211665
58,75,19,81.70241283705232,37.698128635482995
75,58,19,81.69550539312473,37.70083598398981
24,58,15,81.61951202685101,37.730650276233995
54,76,19,81.54587522805554,37.75959076322854
61,74,23,81.44926870951387,37.7976346952909
58,24,20,81.44697092309065,37.79854062220083
26,63,27,81.44469512885073,37.79943792668936
45,23,18,81.38031741006826,37.82484079695757
25,61,24,81.36655215202944,37.83027743775035
38,74,23,81.32977680237627,37.84481064156629
36,73,24,81.25175553265751,37.87568546853182
25,38,25,81.24713539413044,37.877515544775
26,36,29,81.16912901820568,37.908444644824485
44,23,21,81.04993243594667,37.9558155109718
44,76,22,81.02934141043562,37.96401226936639
24,41,16,80.99495968045461,37.97770764577653
55,76,18,80.88509587157324,38.0215447329689
55,23,19,80.86451108117724,38.02977101632164
38,25,23,80.75019203724744,38.07552931049135
73,36,28,80.74563102603206,38.077357512090074
74,38,25,80.66796700567136,38.108518154762685
63,73,22,80.66340312052276,38.11035108056267
61,25,22,80.63143593908181,38.12319515636426
75,59,20,80.62687556576145,38.12502826093562
75,40,23,80.59035462030242,38.13971551998319
63,26,23,80.55385104287154,38.1544085353359
74,61,22,80.54927664976198,38.15625066832644
40,75,23,80.5447349075286,38.15807985082171
59,75,20,80.50822352563603,38.172791955195144
36,26,25,80.49909471246139,38.17647236793052
73,63,28,80.47174026668608,38.18750549435098
24,40,27,79.93271047148967,38.40639216330964
24,59,25,79.89641530787044,38.42123233993157
59,24,20,79.85104872675258,38.439799754048146
40,24,22,79.81478488506875,38.45465617775591
56,76,18,79.69922180276764,38.50208594916517
56,23,21,79.60190346068771,38.542129933924414
43,23,21,79.53629260681477,38.56918006115492
43,76,17,79.43910263485927,38.60932829952775
62,74,22,79.40297831537825,38.62427489837087
74,62,27,78.96560545615358,38.806278849359025
37,74,22,78.88462250176411,38.84019032784198
35,73,25,78.8082189302491,38.872245386737795
37,25,23,78.71614121965692,38.91095570358102
73,35,28,78.71165003009237,38.91284605954188
74,37,28,78.63533560532781,38.94499865518045
49,77,12,78.61964066608306,38.95161861790361
75,39,22,78.55908537275681,38.97718395613719
57,23,20,78.552376771994,38.98001852754771
51,77,14,78.49633842593903,39.003714423089534
60,75,22,78.47839999171077,39.011306564045526
25,62,27,78.47392160975463,39.01320248255547
50,22,13,78.4582404331666,39.01984272667535
48,77,13,78.42015341067636,39.0359813886078
42,23,20,78.36421413562492,39.059711847342406
24,39,24,78.35749287724511,39.06256531133313
48,22,12,78.33511284118812,39.0720699823475
50,77,12,78.2970764170158,39.088235768881006
25,37,27,78.28142470849703,39.09489224072865
60,24,21,78.27695523192467,39.09679352005514
47,77,14,78.22104683024223,39.12059408675776
26,35,28,78.20541079635183,39.12725627958205
57,76,18,78.20317459464144,39.12820928775661
62,25,22,78.2009385018846,39.129162301699346
75,60,23,78.19646664320337,39.13106834688834
49,22,12,78.13613917430335,39.1568022143834
64,26,26,78.1249863173233,39.16156385396444
51,22,13,78.06023309864406,39.18923556766791
73,64,27,78.04461109981409,39.19591807569031
26,64,28,78.02896391252168,39.20261392758733
35,26,24,77.94867569233277,39.23701191683817
24,60,23,77.87732739146918,39.26763677411093
42,76,18,77.87065686671423,39.27050271366727
52,22,15,77.86174745717403,39.2743313065036
52,77,16,77.85283978510952,39.27815999183435
39,24,21,77.79714291729567,39.302118597773344
64,73,25,77.78824784046095,39.305947954010946
47,22,14,77.69252564181699,39.347209788787644
39,75,21,77.59689325859175,39.38853028162068
46,77,18,77.50356297051411,39.42895027210023
53,77,17,77.21297628764188,39.55539850594238
53,22,19,77.14653313234383,39.584439291967605
46,22,18,77.05358683531954,39.625144499018305
58,76,21,77.04474666758466,39.62902089115413
58,23,21,76.99609700089935,39.650368911789414
41,23,18,76.88558183056122,39.698960387347924
41,76,19,76.83699450668361,39.72036571313528
45,77,18,76.79066680752689,39.74079972164401
61,24,22,76.72445689207242,39.77004432503069
36,25,23,76.7178353301608,39.77297169745349
63,25,24,76.64948275468115,39.80321848239706
75,61,24,76.64508220956286,39.805167544150905
74,36,25,76.63847233566378,39.808095550886634
54,22,17,76.63186343473774,39.81102361046324
54,77,17,76.5767810997348,39.835446558900266
74,63,27,76.57017142748963,39.83837948280488
75,38,24,76.56356272910118,39.841312459657644
23,41,12,76.56136661123075,39.84228721629455
63,74,25,76.55915090622025,39.843270721069736
36,74,24,76.49090176839096,39.87359181409967
61,75,20,76.48430474538202,39.87652542618536
45,22,20,76.41830937406768,39.905899437510136
44,22,18,76.10201713324469,40.047356095870235
38,75,19,76.05377540347015,40.069030522129275
76,41,11,75.97707821988855,40.10354393615742
24,38,21,75.9748913125887,40.10452901444622
25,63,28,75.96833123582957,40.107484284734795
55,77,17,75.94422762164125,40.11834700134485
55,22,18,75.92450560765262,40.12723998908318
25,36,24,75.90042574071866,40.13810401040141
24,61,23,75.89384753904703,40.141073021282615
76,58,9,75.89167442393423,40.142053945200146
23,59,18,75.81944977629243,40.17468613228782
38,24,18,75.81507219083723,40.17666590649346
44,77,17,75.76695691216261,40.1984406107203
40,23,21,75.74070959106112,40.210330084789994
76,40,21,75.66205112407552,40.24600802442177
59,23,21,75.46127302110418,40.33740018062057
76,59,23,75.38280280714655,40.37324582040156
40,76,19,75.30439539158736,40.40913427796432
59,76,21,75.0759976649524,40.514085341525
43,77,20,75.06514206504427,40.51908883609755
37,75,22,75.03689200315982,40.53211617978721
56,22,15,74.90882446179356,40.591291854091516
56,77,18,74.80905494502231,40.63752652707454
23,40,18,74.72024250617324,40.67878308083731
37,24,22,74.68127387818629,40.696915088190295
43,22,16,74.65312895475304,40.71002213639807
75,37,23,74.60337489948495,40.733215713582034
62,75,22,74.52551139336876,40.769572493927825
23,58,12,74.49307797074461,40.78473811281521
24,37,25,74.4541897340581,40.80293864894386
60,23,20,74.44987096333404,40.804961051463295
62,24,22,74.3764517953171,40.83937636856378
64,25,22,74.30306288687177,40.873842650431946
75,62,24,74.29875910771234,40.87586589819419
74,64,26,74.22544527688869,40.91036597759849
64,74,23,74.09616091697083,40.97136415939502
42,77,16,74.05741261740586,40.98968591438608
25,64,24,74.01867111107927,41.00802284050071
24,62,25,73.94555122766931,41.04268174507517
35,25,22,73.94124572279094,41.044724607600486
23,60,22,73.87246230064514,41.07739170440484
76,60,21,73.87031313691374,41.0784133395985
49,21,12,73.81232616436445,41.10599979047642
39,23,21,73.79513206595446,41.114187619058704
39,76,18,73.7929960003088,41.11520506882108
49,78,12,73.77581885520064,41.12338893160694
76,39,21,73.71785728591269,41.15103106995709
23,39,22,73.71572504968728,41.152048737884975
50,78,12,73.65780742618503,41.17971310828292
35,74,22,73.64709766105395,41.18483320063124
60,76,18,73.64064728261837,41.187917667083035
50,21,11,73.62136642243767,41.19714055123081
48,78,15,73.58493788543231,41.21457857110528
25,35,26,73.7454752926912,41.22177111121625
42,22,18,73.53135931605414,41.240256257119874
48,21,13,73.50352964150056,41.25360787143759
51,21,11,73.43075623327444,41.288567628530444
57,22,20,73.40292760885201,41.30195384030625
47,78,17,73.39436083840478,41.30607661406865
57,77,20,73.37725990914304,41.314309227192034
74,35,26,73.36445013580848,41.32047843162457
51,78,14,73.34945685690336,41.32770183940539
52,21,18,73.24046056168538,41.38029890753534
46,21,19,73.07824503719067,41.45885586543865
53,78,17,72.92481676926154,41.5334656949369
47,21,15,72.88860558099924,41.55111856981187
75,63,24,72.80134734627049,41.593725938910154
36,24,21,72.75458139269772,41.61660164412502
52,78,14,72.73545281981025,41.62596657026268
46,78,15,72.70780382314034,41.63951125778459
76,38,23,72.60583175045068,41.68955083546074
41,77,19,72.56337756736863,41.71042364502027
53,21,17,72.55488824658535,41.71460027175072
54,21,15,72.36619241992452,41.80767851939528
38,76,20,72.3026593264765,41.83912240474769
58,77,16,72.26878736159924,41.85590803036719
36,75,21,72.23069053304222,41.87480537207696
23,38,21,72.22646562104636,41.87690225181505
24,36,25,72.1545556815701,41.91262821873315
41,22,18,72.11650876448856,41.93155815120684
63,75,21,72.10805560648619,41.935766551745196
63,24,20,72.07846961717908,41.95050337636473
24,63,22,72.03199153544122,41.97367762057397
45,78,17,72.0256487299183,41.97684240479276
23,61,25,71.96021858657113,42.00952042803002
58,22,17,71.91802945716972,42.030621341271534
38,23,16,71.88428042253453,42.04751803751955
75,36,23,71.8800460253916,42.04963909316737
54,78,15,71.82103889916208,42.07922136505022
61,76,18,71.73256066373348,42.12366596368218
45,21,15,71.66940732152513,42.155453668176655
61,23,17,71.6588895797519,42.16075290499109
76,61,20,71.58315399481836,42.19895545796588
44,78,16,71.53482931293657,42.223371943312046
44,21,15,71.36681000009733,42.308512037155175
55,78,17,71.21585462993947,42.385333934042606
55,21,17,71.19698899182322,42.39495670985792
59,77,17,71.17187423183476,42.40777456129388
77,59,18,71.16557402440299,42.410991367480236
22,59,18,71.09650842886622,42.446291241174436
40,77,17,71.09022835258327,42.44950429190275
40,22,18,71.02118439639818,42.484864914703486
22,40,19,71.01489843261548,42.48808752482784
77,40,17,70.94593688680453,42.5234778441279
24,64,22,70.93756242574031,42.52778002111408
37,23,21,70.79139154624072,42.60302901884439
43,21,17,70.76426748102674,42.61702533044038
23,37,23,70.75801194184562,42.62025471714572
76,37,23,70.71630397708734,42.64180022654208
56,21,15,70.71005572423428,42.64503005021942
62,23,19,70.68295084664463,42.65904734493725
56,78,19,70.61418212639158,42.694657424514965
64,24,19,70.61210729595065,42.695732855097894
75,64,21,70.53714083245706,42.7346303448468
59,22,18,70.4539149727342,42.77790635783108
75,35,22,70.30220177499866,42.857047496731504
64,75,16,70.22746026017028,42.896156988033304
77,60,21,70.19426492324013,42.91355251283863
62,76,20,70.15691638441182,42.93314334160814
76,62,22,70.12376990418267,42.95054678804863
23,62,19,70.08230485156324,42.97234010888381
35,24,18,70.0781581275816,42.97452091684694
43,78,18,70.07608492387934,42.97561133042983
37,76,19,70.04915978752138,42.98977838734202
35,75,17,69.97876324497535,43.02686798495981
39,22,17,69.93733594321834,43.04872813451548
24,35,21,70.09641141741591,43.066209195270964
42,78,17,69.8918230524493,43.0727728084079
77,39,19,69.86288147600287,43.08807841271443
60,77,21,69.78847088050813,43.12748598659266
39,77,19,69.63773940510953,43.20756041812973
22,39,20,69.56349859276665,43.24712240494252
57,78,14,69.53463194622343,43.26252696005648
60,22,18,69.48930218636004,43.28674176332813
50,20,14,69.47282518623861,43.29555116148719
42,21,17,69.38633967876086,43.34185631621531
48,20,15,69.35956971535654,43.356211662863785
50,79,14,69.32461011093828,43.37497470797537
51,20,15,69.28963934376611,43.39376192033981
57,21,18,69.26292529085508,43.40812567372204
22,60,19,69.45336184150389,43.423605846611665
51,79,15,69.21153822245715,43.43578566231937
49,20,12,69.17661595704703,43.45460568717878
76,63,23,69.16225183365692,43.462351977782156
49,79,12,69.14170749271089,43.47343650634255
23,63,24,69.0083344539542,43.54555083115537
48,79,14,68.95914060791118,43.57221734070272
36,23,20,68.93455399722161,43.58555869395197
52,20,15,68.92432225696588,43.591113401638154
52,79,15,68.91612394865177,43.59556532202859
47,79,14,68.77691923195609,43.67131300527682
47,20,14,68.76874291800384,43.67577126360595
38,77,17,68.68081835764977,43.72377782997857
36,76,18,68.61133613961026,43.76179845127919
46,79,15,68.59501218451183,43.77074163138044
23,36,23,68.99047595597071,43.80208850859641
46,20,15,68.47459670401717,43.83683842550701
58,78,18,68.46644158583612,43.841322887115005
63,23,20,68.46441729448772,43.8424361943661
41,78,16,68.45624801047055,43.846929728809975
